"dim 1","dim 2","dim 3","dim 4","dim 5","dim 6","dim 7","dim 8","dim 9","dim 10","dim 11","dim 12","dim 13","dim 14","cluster"
-2.92437863307324,0.0555953531270366,1.42571596994651,-0.271064527775898,-0.739757211145849,0.871297222048896,-0.0242459958230698,-0.468161638278684,0.205837847749185,-0.0332637534408983,0.619420072226551,0.129320571130314,0.252426697392972,0.220379437194497,1
-2.88727402345267,2.72592816445859,0.672717314085675,1.02473205299753,-0.394013880217285,1.49012371395202,1.60123442286307,4.38375820708396,3.69356674082524,-1.387029300448,-1.39323740212038,0.0319783328298678,0.88199255477982,-0.209463440302274,1
-0.612340740318405,-0.820411718972232,1.42296347357155,-0.498726246488452,-0.126626427357247,-0.858294610900513,0.0575239876297369,-0.366075500811302,0.850243034711491,-0.671345336322859,-0.0868079987119327,0.146552345418367,-0.182156819840186,-0.181492607154082,2
4.1105558910717,0.419898676320289,-0.447766596004368,-0.81751361312252,1.48599675587459,1.25203708475538,-0.313636087657716,-0.730502997628507,0.527950949833542,-1.64209257290278,0.727918918206609,1.32241469351917,-1.67522340434944,-0.900354701289451,3
-1.84343596809568,0.464715566513362,-0.189551655133426,0.364593764679283,0.60432837283736,0.277431464770295,-0.467162969453568,-0.627983271888115,-0.190349640267159,-0.430260387049844,-0.410673569803598,-1.30182552570746,1.12075057326872,0.313960034853445,1
-1.43657961569494,-0.459498060274054,0.526808913306726,0.0560660272376502,-1.1183335641071,0.102145531180174,-0.793609227482885,0.195254581654726,-0.449617971083376,-0.0822524332429465,-0.333635283051346,-0.524556053661338,0.219344308853888,0.922393338643983,2
-2.10060251563035,0.862881123059616,1.35907257223305,-0.277622382205431,-0.595952959269956,0.796352559608466,-0.0211498160402387,-0.331192329676523,-0.267723689357957,0.204734459191267,-0.0163364570729984,0.425077408061013,0.0304079215457782,-0.376550992545345,1
-2.31893390868931,0.00395457914259275,1.30232821976471,-0.215647690437628,0.266092098047734,-0.374702243300222,0.239812869118239,-0.501209937041659,0.559296712334348,-0.383425106825079,0.0931035737306157,-0.388914132383137,-0.140357762762161,-0.442895953145203,1
1.29018875212236,4.1735535778895,-2.52935212075696,0.263897458142755,-1.5943363893303,1.16017557261002,0.955693228748839,3.60772069589565,3.64625192329573,-1.84029653868495,-0.883034168728038,-0.408883765487463,1.59959797542808,2.10342884366007,2
1.16106486778292,-0.440658307995366,-0.373441316262877,1.16164782030539,0.0280570168939394,1.01170810564205,-0.398374979580807,-0.459941641995235,-1.10521801172882,-1.70589030818234,0.125245586481732,-0.120774719537892,-0.395101756143361,-1.18848023205571,3
-0.232155882529785,1.00694222379487,-0.841582853625436,-0.684681313574655,1.1689188494221,2.29546561122897,-0.477322318875128,-0.324294861949505,0.0185098879958127,-0.0909350560748551,1.50317886025732,-1.10916006342651,0.519657397025586,1.36252374651872,1
-1.9799282990532,0.222940402471444,1.2146592236955,-0.81939414930078,-0.786334122041577,0.454332614937035,-0.0963100935348897,0.0663774237936145,-0.181357310966164,0.482767687625099,-0.0364002151093269,0.274886544721817,0.249785919900366,-0.0297067767152576,1
0.656224662913707,-1.09913507473744,-0.746577240238454,0.801191477188512,1.95215936433936,0.13502190409287,-0.00586696701074574,0.300130360092455,-0.193831931079105,-1.03263316572429,1.56493282319988,-1.20354034714542,-0.389456505973683,-0.273156332803894,2
-2.70215961902709,-0.283883672461336,1.38301743131177,-0.475569331996264,-1.08175427592286,0.860210891988676,-0.105479620807872,-0.366252431278655,0.235599808939927,-0.0169821292458471,0.701057951371007,0.183213033872638,0.331674727055313,0.326339595276671,1
-0.162965408353948,4.97477592255592,-0.845299427836602,0.909662723937714,-2.20414454776263,-1.77842289716099,1.11344121284807,-1.25227223263713,-0.861730675211579,0.612969739330161,0.68266427967925,-0.0409694312037646,-0.35176179412782,1.96004720776431,2
